0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
0,0,150
-123.24,-2.6418,94.294
-123.27,-2.878,95.76
-119.72,-2.541,95.214
-118.79,-2.1799,94.547
-118.64,-2.2014,94.722
-120.89,-2.9416,95.612
-123.42,-3.6196,96.786
-123.11,-3.6985,97.157
-125.82,-4.0989,98.323
-128.42,-4.6823,99.601
-128.42,-4.6823,99.601
-129.55,-4.6888,100.25
-130.59,-4.7626,101.46
-130.74,-4.7272,101.26
-131.96,-4.9907,101.93
-132.55,-4.8943,101.99
-132.49,-4.94,102.08
-133.48,-4.9875,102.58
-135.25,-5.1061,103.66
-135.33,-5.0146,103.53
-137.79,-5.175,104.87
-140.55,-5.4158,105.58
-140.41,-5.4253,105.79
-142.74,-5.5244,106.23
-144.07,-5.4853,106.48
-144.07,-5.4853,106.48
-144.43,-5.5574,106.27
-144.42,-5.4046,106.32
-144.27,-5.2602,106.52
-144.48,-5.2531,106.4
-144.97,-5.1459,106.03
-144.84,-5.1931,106.21
-145.14,-5.4094,105.46
-144.92,-5.6024,105.04
-144.92,-5.6024,105.04
-144.49,-5.911,104.37
-143.78,-6.1235,103.56
-143.76,-6.1739,103.59
-143.44,-6.2707,102.82
-143.54,-6.2957,101.65
-143.53,-6.3207,101.65
-143.46,-6.0268,101.22
-143.44,-5.8275,100.98
-143.49,-5.8837,100.93
-143.53,-5.8583,100.79
-143.53,-5.8583,100.79
-143.38,-5.8023,100.84
-142.6,-6.0878,101.89
-142.6,-6.0878,101.89
-141,-6.5158,105.12
-140.75,-5.7791,106.42
-140.65,-5.3048,106.5
-142.37,-2.3505,107.87
-143.12,-1.8364,108
-142.17,-1.4125,109.72
-142.07,-1.3782,110.46
-141.45,-1.1444,111.93
-141.86,-1.1876,111.19
-140.88,-1.3996,112.81
-140.53,-1.5413,113.03
-140.65,-1.5441,112.84
-139.58,-1.8168,113.45
-138.48,-2.1895,113.55
-138.48,-2.1895,113.55
-137.52,-2.3039,112.4
-136.35,-2.4923,112
-136.35,-2.4923,112
-134.7,-2.4737,111.81
-134.23,-2.6704,110.57
-133.91,-2.5756,111.07
-134.35,-3.2176,108.14
-133.33,-2.9882,108.89
-133.76,-3.2087,108.15
-134.23,-3.4624,102.9
-134.45,-3.4457,101.61
-133.97,-3.5313,102.31
-134.61,-2.0655,100.74
-135.25,-0.8776,99.221
-135.42,-0.89678,98.983
-135.26,-0.24936,98.816
-134.88,-0.078806,99.033
-134.84,-0.085214,99.089
-134.42,0.26073,99.192
-134.42,0.26073,99.192
-133.79,0.51362,99.357
-132.89,1.1649,99.399
-132.89,1.1649,99.399
-132.36,1.6898,99.158
-131.94,2.128,98.934
-131.94,2.128,98.934
-131.64,2.4705,98.811
-131.55,2.5577,99.111
-131.55,2.5569,99.11
-131.43,2.5688,99.652
-131.39,2.5341,100.03
-131.39,2.5341,100.03
-132.1,2.2567,100.51
-132.11,2.2564,100.49
-133.21,1.7911,101.02
-134.34,1.2008,101.55
-134.34,1.2008,101.55
-135.66,0.76635,102.1
-136.84,0.17667,102.49
-136.84,0.17667,102.49
-137.81,-0.58805,103.03
-138.89,-1.15,103.12
-138.89,-1.15,103.12
-139.64,-1.497,103.21
-140.18,-1.7393,103.26
-140.18,-1.7393,103.26
-141.18,-2.206,103.23
-142.5,-2.7741,103.23
-142.5,-2.7741,103.23
-143.88,-3.3675,103.19
-144.88,-3.7459,103.33
-144.88,-3.7459,103.33
-145.29,-3.8699,103.31
-145.43,-3.9116,103.33
-145.43,-3.9116,103.33
-145.6,-3.9765,103.39
-145.6,-3.9765,103.39
-146.67,-4.4367,103.52
-147.76,-4.8725,103.7
-147.76,-4.8725,103.7
-148.41,-5.1252,103.85
-148.58,-5.0694,103.76
-148.58,-5.0694,103.76
-148.53,-4.9361,103.56
-148.29,-4.7146,103.08
-148.29,-4.7146,103.08
-147.34,-4.236,102.95
-147.34,-4.236,102.95
-146.65,-3.6073,102.33
-146.3,-3.1396,101.84
-146.3,-3.1396,101.84
-146.13,-2.8033,101.5
-146.09,-2.6142,101.36
-146.1,-2.6394,101.35
-146,-2.445,101.06
-146.12,-2.4681,101.04
-146.12,-2.4681,101.04
-146.86,-2.9524,101.1
-146.86,-2.9524,101.1
-147.41,-3.2902,101.12
-147.53,-3.3879,101.12
-147.51,-3.3829,101.15
-147.24,-3.1972,101.05
-146.43,-2.644,100.51
-146.43,-2.644,100.51
-144.33,-1.3245,100.16
-144.33,-1.3245,100.16
-141.89,0.40958,99.799
-139.6,2.1351,99.539
-139.54,2.1442,99.624
-136.97,2.9541,98.837
-136.26,3.3603,98.998
-136.26,3.3603,98.998
-137.78,3.1373,98.719
-139.77,2.1522,99.299
-139.77,2.1513,99.298
-140.8,1.5647,99.417
-140.8,1.5647,99.417
-141.11,1.4085,99.253
-141.17,1.3805,99.273
-141.17,1.3805,99.273
-141.21,1.2334,99.164
-141.26,1.1321,99.035
-141.26,1.1321,99.035
-141.43,0.74043,98.053
-141.48,0.26563,96.905
-141.31,0.3222,97.112
